Id,key,text
301,CardDescCollect,Заплатите {0} божьей метки или получите равное количество урона
302,DeveloperNoWrite,Автор забыл.
303,DeveloperNoWriteDesc,Идите и скажите автору.
304,StageWindPlainKey,Используйте баффы для усиления себя
305,StageSunsetJungleKey,Баффы - это обоюдоострый меч. Используйте их с осторожностью.
306,StagePrimitiveforestsKey,"Различные предметы, разбросанные вокруг, могут быть полезны."
307,StageScarletMountainKey,"В эти скалы нужно входить с определенного направления, иначе вы можете упасть и получить травму."
308,StageMistySwampKey,"Некоторые места покрыты туманом, поэтому подойдите поближе и посмотрите."
309,StageMoonCanyonKey,"Эти воры никого не обижают, они всегда стараются обокрасть всех, кто проходит мимо."
310,StageTheDeathKey,"Если у вас нет денег, вам надерут задницу."
311,StageMirageRuinsKey,Твоя трусость - моя храбрость.
312,StageLavaPurgatoryKey,Адский огонь сжигает каждый ваш шаг.
313,StageEndlessPurgatoryKey,"Делайте все, что в ваших силах, даже если конца не видно."
314,MonsterName_1_1,Черный рогатый козел
315,MonsterName_1_2,Корова
316,MonsterName_1_3,Дикий кабан
317,MonsterName_1_4,Волк
318,MonsterName_1_5,Дьявольские собаки
319,MonsterName_1_6,Охотничья собака
320,MonsterName_1_7,Бигхорн олень
321,MonsterName_1_8,Саблезубый тигр
322,MonsterName_1_9,Ваджра
323,MonsterName_1_10,Бурый медведь
324,MonsterName_1_11,Мамонт
325,MonsterName_1_12,Грифон
326,MonsterName_2_1,Шахтер
327,MonsterName_2_2,Скелет гоблина
328,MonsterName_2_3,Гоблинский лучник
329,MonsterName_2_4,Вор
330,MonsterName_2_5,Гоблин-маг
331,MonsterName_2_6,Гоблин-воин
332,MonsterName_2_7,Гоблинский волшебник
333,MonsterName_2_8,Гоблин-воин
334,MonsterName_2_9,Гоблин-воин
335,MonsterName_2_10,Гоблинский рыцарь
336,MonsterName_2_11,Гоблин-берсерк
337,MonsterName_2_12,Древний гоблин
338,MonsterName_3_1,Пень
339,MonsterName_3_2,Ядовитый гриб
340,MonsterName_3_3,Зеленый волк
341,MonsterName_3_4,Насекомые
342,MonsterName_3_5,Дух джунглей
343,MonsterName_3_6,Воин джунглей
344,MonsterName_3_7,Эльф
345,MonsterName_3_8,Каменноглазый великан
346,MonsterName_3_9,Олень-получеловек
347,MonsterName_3_10,Каменный цветок
348,MonsterName_3_11,Вор в джунглях
349,MonsterName_3_12,Вождь джунглей
350,MonsterName_4_1,Мутировавший жук
351,MonsterName_4_2,Плотский глаз
352,MonsterName_4_3,Костяной глаз
353,MonsterName_4_4,Глаз смерти
354,MonsterName_4_5,Мозг мутанта
355,MonsterName_4_6,Толстый человек-мутант
356,MonsterName_4_7,Глаз щупальца
357,MonsterName_4_8,Глаз-лезвие
358,MonsterName_4_9,Глаз-рот
359,MonsterName_4_10,Прикосновение к голове
360,MonsterName_4_11,Кровавый кинжал
361,MonsterName_4_12,Кость из костей
362,MonsterName_5_1,Жук
363,MonsterName_5_2,Жук
364,MonsterName_5_3,Гигантский сосновый жук
365,MonsterName_5_4,Взрывающийся червь
366,MonsterName_5_5,Взрывающийся скорпион
367,MonsterName_5_6,Песня хвоста
368,MonsterName_5_7,Ножной клык
369,MonsterName_5_8,Камуфлированный паук
370,MonsterName_5_9,Ядовитохвостый скорпион
371,MonsterName_5_10,Уховертки
372,MonsterName_5_11,Лопающийся богомол
373,MonsterName_5_12,Жуки-драконы
374,MonsterName_6_1,Гигантская глазастая лягушка
375,MonsterName_6_2,Птицеклювый лучник
376,MonsterName_6_3,Горный волк
377,MonsterName_6_4,Горный оборотень
378,MonsterName_6_5,Горный воин
379,MonsterName_6_6,Мясник
380,MonsterName_6_7,Гигантский топор орка
381,MonsterName_6_8,Тролль
382,MonsterName_6_9,Рогатый великан-оборотень
383,MonsterName_6_10,Зверь-дракон
384,MonsterName_6_11,Волк с топором
385,MonsterName_6_12,Красная стрела
386,MonsterName_7_1,Скелет-лучник
387,MonsterName_7_2,Скелет-воин
388,MonsterName_7_3,Скелет-волшебник
389,MonsterName_7_4,Скелет-воин
390,MonsterName_7_5,Колдун-скелет
391,MonsterName_7_6,Скелет-маг
392,MonsterName_7_7,Скелет-воин
393,MonsterName_7_8,Скелет-метатель
394,MonsterName_7_9,Скелет-волк
395,MonsterName_7_10,Рыцарь смерти
396,MonsterName_7_11,Скелет-оборотень
397,MonsterName_7_12,Костяной дракон
398,MonsterName_8_1,Зверь мечты
399,MonsterName_8_2,Алебарда мечты
400,MonsterName_8_3,Ласточка мечты
401,MonsterName_8_4,Дух мечты
402,MonsterName_8_5,Насекомое мечты
403,MonsterName_8_6,Прикосновение мечты
404,MonsterName_8_7,Огонь мечты
405,MonsterName_8_8,Перо мечты
406,MonsterName_8_9,Меч мечты
407,MonsterName_8_10,Краб мечты
408,MonsterName_8_11,Кошмар мечты
409,MonsterName_8_12,Сон Птицелов
410,MonsterName_8_13,Мертвый воин сон
411,MonsterName_8_14,Сон Язык
412,MonsterName_8_15,Рыцарь снов
413,MonsterName_8_16,Хранитель снов
414,MonsterName_8_17,Воин мечты
415,MonsterName_9_1,Огненный жук
416,MonsterName_9_2,Огненный солдат
417,MonsterName_9_3,Огненный клюв
418,MonsterName_9_4,Огненное перо
419,MonsterName_9_5,Трехголовый зверь
420,MonsterName_9_6,Огненная коса
421,MonsterName_9_7,Огненная девушка
422,MonsterName_9_8,Огненный зверь
423,MonsterName_9_9,Огненный воин
424,MonsterName_9_10,Красный толстяк
425,MonsterName_9_11,Гниющий огонь
426,MonsterName_9_12,Огненный истребитель
427,MonsterName_9_13,Красный гигантский меч
428,MonsterName_9_14,Огненный демон
429,MonsterName_9_15,Огненный костяной рыцарь
430,MonsterName_9_16,Огненная голова
431,MonsterName_9_17,Дух огня
432,TutorialStep_1,"Добро пожаловать в {0}, я ваш инструктор и буду обучать вас основным правилам выживания в подземелье, так что если вы готовы, давайте приступим!"
433,TutorialStep_2,"Прежде всего, вы находитесь в левом верхнем углу доски. Да, это вы."
434,TutorialStep_3,"Ваша цель - переместиться в правый нижний угол 50-го уровня, текущий уровень отображается в правом верхнем углу экрана."
435,TutorialStep_4,"Перемещаться можно с помощью клавиш со стрелками вправо, вниз, D, S на клавиатуре или щелкая мышью по правой или нижней стороне карты героя."
436,TutorialStep_5,Перемещаться можно с помощью левого джойстика или клавиш крестика.
437,TutorialStep_6,Теперь сделайте свой первый шаг вниз
438,TutorialStep_7,Поздравляем с первым шагом!
439,TutorialStep_8,"Каждый ход взаимодействует с картой в целевой позиции, при наведении курсора мыши на карту отображается ее описание, теперь просмотрите правую боковую карту героя."
440,TutorialStep_9,"Каждый ход взаимодействует с картой цели, нажмите XX, чтобы открыть вид карты, переключайте карты с помощью крестовых клавиш, нажмите XX еще раз, чтобы выйти из вида [WordCard], теперь посмотрите правую карту героя."
441,TutorialStep_10,"Двигайтесь вправо, чтобы убить врага"
442,TutorialStep_11,"Только что в бою было повреждено ваше здоровье, наведите курсор мыши на левый верхний угол экрана, чтобы просмотреть описание атрибутов героя, здесь подробно описана роль различных атрибутов"
443,TutorialStep_12,"Бой только что нанес урон вашему здоровью, нажмите клавишу Y, чтобы открыть вид атрибутов, здесь подробно описана роль различных атрибутов, с помощью крестовых клавиш переключите атрибуты, нажмите клавишу Y еще раз, чтобы выйти из вида атрибутов, вы можете просмотреть другие атрибуты."
444,TutorialStep_13,"Конечно, вы можете просмотреть и другие атрибуты."
445,TutorialStep_14,"Справа от вас есть карта зелья, зелье может восстанавливать здоровье, теперь переместитесь вправо, чтобы получить здоровье"
446,TutorialStep_15,"Здоровье ограничено максимумом, укрепите защиту, получив дополнительную броню после того, как здоровье достигнет максимума, теперь двигайтесь вниз, чтобы получить доспехи"
447,TutorialStep_16,"Внизу лежит карта артефакта, посмотрите описание этого артефакта, он выглядит очень мощным и стоит 6 монет, к сожалению, у вас только 5 монет"
448,TutorialStep_17,"Справа от вас лежит карта монет номиналом 1, разграбьте ее."
449,TutorialStep_18,"Переместитесь вниз, чтобы купить этот артефакт"
450,TutorialStep_19,"Артефакты помещаются в рюкзак в левом нижнем углу экрана, который вмещает до 9 артефактов, каждый из которых может быть сложен в стопку"
451,TutorialStep_20,"Наведите курсор на только что купленный артефакт, чтобы просмотреть инструкцию"
452,TutorialStep_21,"Нажмите A, чтобы открыть вид рюкзака и увидеть различные артефакты, которые у вас уже есть, переключайте атрибуты с помощью крестовых клавиш и снова нажмите A, чтобы выйти из вида."
453,TutorialStep_22,"После всех этих действий вы, возможно, заметили, что стрелки в выделенной области меняются при каждом вашем движении!"
454,TutorialStep_23,"Здесь отображаются умения, которых у вас может быть до 5, наведите курсор на иконку в выделенной области, чтобы просмотреть описание."
455,TutorialStep_24,"Навык перезаряжается при правильном движении и срабатывает автоматически, если вы двигаетесь в неправильном направлении, заряд обычно исчезает."
456,TutorialStep_25,"Так получилось, что ваш навык вот-вот полностью зарядится, теперь двигайтесь вправо, чтобы активировать навык!"
457,TutorialStep_26,"Ваше мощное умение нанесло много урона ближайшему врагу, теперь нанесите ему смертельный удар."
458,TutorialStep_27,"Справа от вас лежит карта баффа, которая временно наделит вас дополнительными способностями, ознакомьтесь с описанием этой карты."
459,TutorialStep_28,"Переместитесь вправо, чтобы получить этот бафф."
460,TutorialStep_29,"Внизу от вас лежит карта зелья для восстановления здоровья, которое не действует при полном здоровье, но при наличии баффа экзоскелета переполненное здоровье конвертируется в доспехи"
461,TutorialStep_30,"Двигайтесь вниз, чтобы разграбить зелье и превратить его в доспехи!"
462,TutorialStep_31,"Внизу есть лестница, которая приведет вас на следующий этаж, пройдите мимо нее, чтобы отметить конец моего руководства, и дальше вы уже сами по себе. Вам предстоит открыть еще много тайн, так что идите вперед и никогда не оглядывайтесь назад, и удачи вам, воин!"
463,ClickContinue,"Нажмите, чтобы продолжить"
464,ReleaseOnly,Только релизная версия
465,AddWishlistText,Добавить в список желаний в Steam
466,ArtifactText,Артефакт
467,SkillText,Навык
468,RankNoBody,Пустота и пустота
469,TodayRank,Сегодняшний рейтинг
470,CostNum,Стоимость: {0}
471,CardNameRefresh,Карманные часы
472,CardDescRefresh,Вернуться к началу
473,CardNameBousStair,Секретный вход
474,CardDescBousStair,Ведет вглубь
475,CardNameBousCamp,Секретный кемпинг
476,CardDescBousCamp,Отдых в кемпинге
477,GameBousCamp,Секретный кемпинг
478,CardNameBousFinal,Секретная финишная линия
479,CardDescBousFinal,"Скрытое достижение, если вы его еще не открыли"
480,DuringNum,Во время:{0}
481,CompleteStageTwoTip,"Завершите {0}, чтобы разблокировать"
482,UnlockHeroDesc,Разблокированные герои
483,HeroDesc_1,Хорош в ближнем бою
484,HeroDesc_2,"Кузнец, умеющий ковать"
485,HeroDesc_3,"Повар, который любит готовить"
486,HeroDesc_4,Эксперт во всех видах магии
487,HeroDesc_5,Простой человек
488,HeroDesc_6,Таинственный алхимик
489,UnlockHeroStage,Найдите этого героя в {0}
490,UnlockHeroHP,"Разблокируется, когда хэлэт достигнет {0}"
491,UnlockHeroArmor,"Разблокирован, когда доспехи достигнут {0}"
492,UnlockHeroCoin,Разблокирован за {0} монет
493,Thanks,Благодарность 
494,GameName,Вперед храбрец
