Id,key,text
308,StageMistySwampKey,霧に覆われている場所もあるので、近づいて見てみよう。
309,StageMoonCanyonKey,泥棒たちは誰も傷つけない。彼らはいつも、通り過ぎる人たち全員から盗もうとする。
310,StageTheDeathKey,金を持っていないなら、ケツを蹴られるぞ。
311,StageMirageRuinsKey,お前の臆病は俺の勇気だ。
312,StageLavaPurgatoryKey,地獄の業火がお前の一歩一歩を焼き尽くす。
313,StageEndlessPurgatoryKey,終わりが見えなくてもベストを尽くせ。
314,MonsterName_1_1,黒角ヤギ
315,MonsterName_1_2,牛
316,MonsterName_1_3,イノシシ
317,MonsterName_1_4,狼
318,MonsterName_1_5,魔犬
319,MonsterName_1_6,猟犬
320,MonsterName_1_7,オオツノジカ
321,MonsterName_1_8,サーベルタイガー
322,MonsterName_1_9,金剛
323,MonsterName_1_10,ヒグマ
324,MonsterName_1_11,マンモス
325,MonsterName_1_12,グリフィン
326,MonsterName_2_1,鉱夫
327,MonsterName_2_2,ゴブリンの骸骨
328,MonsterName_2_3,ゴブリンアーチャー
329,MonsterName_2_4,シーフ
330,MonsterName_2_5,Goblin Mage（ゴブリンメイジ
331,MonsterName_2_6,Goblin Warrior（ゴブリン・ウォリアー
332,MonsterName_2_7,ゴブリン・ウィザード
333,MonsterName_2_8,Goblin Warrior
334,MonsterName_2_9,Goblin Warrior（ゴブリン・ウォリアー
335,MonsterName_2_10,Goblin Knight（ゴブリン・ナイト
336,MonsterName_2_11,ゴブリン・バーサーカー
337,MonsterName_2_12,Ancient Goblin
338,MonsterName_3_1,木の切り株
339,MonsterName_3_2,毒キノコ
340,MonsterName_3_3,グリーンウルフ
341,MonsterName_3_4,昆虫
342,MonsterName_3_5,ジャングルの精霊
343,MonsterName_3_6,ジャングルの戦士
344,MonsterName_3_7,エルフ
345,MonsterName_3_8,石目の巨人
346,MonsterName_3_9,半人鹿
347,MonsterName_3_10,ストーン・フラワー
348,MonsterName_3_11,ジャングルの盗賊
349,MonsterName_3_12,ジャングルの酋長
350,MonsterName_4_1,変異した甲虫
351,MonsterName_4_2,肉の目
352,MonsterName_4_3,骨の目
353,MonsterName_4_4,死の目
354,MonsterName_4_5,ミュータント・ブレイン
355,MonsterName_4_6,ミュータント・デブ
356,MonsterName_4_7,触手の目
357,MonsterName_4_8,刃物の目
358,MonsterName_4_9,口-目
359,MonsterName_4_10,ヘッドタッチ
360,MonsterName_4_11,ブラッド・ダガー
361,MonsterName_4_12,骨の骨
362,MonsterName_5_1,甲虫
363,MonsterName_5_2,甲虫
364,MonsterName_5_3,巨大松くい虫
365,MonsterName_5_4,破裂ミミズ
366,MonsterName_5_5,爆発するサソリ
367,MonsterName_5_6,尻尾の歌
368,MonsterName_5_7,足の牙
369,MonsterName_5_8,迷彩クモ
370,MonsterName_5_9,毒尾サソリ
371,MonsterName_5_10,耳かき
372,MonsterName_5_11,カマキリ
373,MonsterName_5_12,ドラゴンバグ
374,MonsterName_6_1,ジャイアントアイライトフロッグ
375,MonsterName_6_2,鳥肌アーチャー
376,MonsterName_6_3,マウンテンウルフ
377,MonsterName_6_4,山狼
378,MonsterName_6_5,山の戦士
379,MonsterName_6_6,肉屋
380,MonsterName_6_7,ジャイアントアックス・オーク
381,MonsterName_6_8,トロール
382,MonsterName_6_9,角の生えた巨人
383,MonsterName_6_10,ビースト・ドラゴン
384,MonsterName_6_11,アックスウルフ
385,MonsterName_6_12,赤い矢
386,MonsterName_7_1,スケルトンアーチャー
387,MonsterName_7_2,スケルトン戦士
388,MonsterName_7_3,スケルトンウィザード
389,MonsterName_7_4,スケルトン戦士
390,MonsterName_7_5,スケルトン・ソーサラー
391,MonsterName_7_6,スケルトン・メイジ
392,MonsterName_7_7,スケルトン戦士
393,MonsterName_7_8,スケルトン・スロワー
394,MonsterName_7_9,スケルトンウルフ
395,MonsterName_7_10,デスナイト
396,MonsterName_7_11,スケルトン ウェアウルフ
397,MonsterName_7_12,ボーン・ドラゴン
398,MonsterName_8_1,ドリーム・ビースト
399,MonsterName_8_2,ドリーム・ハルバード
400,MonsterName_8_3,ドリーム・スワロー
401,MonsterName_8_4,ドリーム・スピリット
402,MonsterName_8_5,ドリーム昆虫
403,MonsterName_8_6,ドリーム・タッチ
404,MonsterName_8_7,夢の火
405,MonsterName_8_8,夢の羽
406,MonsterName_8_9,夢の剣
407,MonsterName_8_10,夢の蟹
408,MonsterName_8_11,夢の悪夢
409,MonsterName_8_12,夢の鳥人
410,MonsterName_8_13,死んだ夢の戦士
411,MonsterName_8_14,舌の夢
412,MonsterName_8_15,ドリームナイト
413,MonsterName_8_16,ドリームガーディアン
414,MonsterName_8_17,夢の戦士
415,MonsterName_9_1,火の甲虫
416,MonsterName_9_2,ファイヤーソルジャー
417,MonsterName_9_3,ファイアービーク
418,MonsterName_9_4,ファイヤーフェザー
419,MonsterName_9_5,三つ首の獣
420,MonsterName_9_6,ファイヤー・サイス
421,MonsterName_9_7,ファイヤーガール
422,MonsterName_9_8,ファイア・ビースト
423,MonsterName_9_9,火の戦士
424,MonsterName_9_10,レッド・ファッツォ
425,MonsterName_9_11,腐った火
426,MonsterName_9_12,ファイヤースレイヤー
427,MonsterName_9_13,レッド・ジャイアント・ソード
428,MonsterName_9_14,火の悪魔
429,MonsterName_9_15,ファイア・ボーン・ナイト
430,MonsterName_9_16,ファイア・ヘッド
431,MonsterName_9_17,ファイア・スピリット
432,TutorialStep_1,{0}へようこそ、私がインストラクターとしてダンジョンサバイバルの基本ルールを教えますので、準備ができたらさっそく始めましょう！
433,TutorialStep_2,まず、あなたはボードの左上にいますね。そう、君だ。
434,TutorialStep_3,画面右上に現在のレベルが表示されています。
435,TutorialStep_4,キーボードの右矢印キー、下矢印キー、Dキー、Sキー、またはマウスでヒーローキャラクターの右側または下側のカードをクリックすることで移動できます。
436,TutorialStep_5,ジョイスティックの左ジョイスティックや十字キーでも移動できます。
437,TutorialStep_6,さあ、最初の一歩を踏み出しましょう
438,TutorialStep_7,おめでとうございます！
439,TutorialStep_8,カードの上にマウスを置くと、カードの説明が表示されます。
440,TutorialStep_9,XXを押してカードビューを開き、十字キーでカードを切り替え、もう一度XXを押して[WordCard]ビューを終了します。
441,TutorialStep_10,右に移動して敵を倒す
442,TutorialStep_11,画面左上にマウスを置くと、ヒーローの属性説明が表示されます。
443,TutorialStep_12,さっきの戦いでヘルスが削られた、Yキーを押して属性ビューを開く、ここに様々な属性の役割の詳細な説明がある、十字キーで属性を切り替える、もう一度Yキーを押して属性ビューを出る、他の属性を見ることができる。
444,TutorialStep_13,もちろん、他の属性を表示することもできます。
445,TutorialStep_14,右側にポーションカードがあります、ポーションはヘルスを回復することができます、今ヘルスを得るために右に移動します。
446,TutorialStep_15,ヘルスには上限がある。ヘルスが上限に達するとアーマーが追加され、防御力が強化される。
447,TutorialStep_16,下側にアーティファクトのカードがあります、このアーティファクトの説明を見てください、とても強力そうで、買うのに6コインかかります、残念ながらあなたは5コインしか持っていません
448,TutorialStep_17,あなたの右側に額面が1のコインカードがあります。
449,TutorialStep_18,このアーティファクトを買うために下に移動する。
450,TutorialStep_19,アーティファクトは画面の左下隅のバックパックに入れられ、最大9個まで収納できる。
451,TutorialStep_20,買ったばかりのアーティファクトの上にマウスを置くと、説明が表示されます。
452,TutorialStep_21,Aボタンでバックパックビューを開き、すでに持っているさまざまなアーティファクトを確認する。
453,TutorialStep_22,以上のステップを経て、移動するたびにハイライト部分の矢印が変わることに気づいたかもしれません！
454,TutorialStep_23,これは、あなたが持っているスキルが表示される場所です。最大5つのスキルを持つことができ、ハイライトされた部分のアイコンの上にマウスを置くと、説明が表示されます。
455,TutorialStep_24,スキルは正しく移動することでチャージされ、満タンになると自動的に発動する。
456,TutorialStep_25,偶然にもあなたのスキルがフルチャージされようとしています。右に移動してスキルを発動させましょう！
457,TutorialStep_26,あなたの強力なスキルで近くの敵に大ダメージを与えた。
458,TutorialStep_27,右側に一時的に追加能力を付与するバフカードがあります。
459,TutorialStep_28,このバフを得るには右に移動する。
460,TutorialStep_29,下側にはヘルスを回復するポーションカードがあり、ヘルスが満タンのときは効果がないが、バフ外骨格を所持しているときは、あふれたヘルスがアーマーに変換される。
461,TutorialStep_30,下に移動してポーションを略奪し、アーマーに変換する！
462,TutorialStep_31,降りたところに次のフロアに続く階段があるので、そこを通り過ぎればチュートリアルの終わり。まだまだ発見すべき謎はたくさんある！
463,ClickContinue,クリックして続ける
464,ReleaseOnly,リリース版のみ
465,AddWishlistText,Steamのウィッシュリストに追加
466,ArtifactText,アーティファクト
467,SkillText,スキル
468,RankNoBody,空と空
469,TodayRank,今日のランキング
470,CostNum,コスト:{0}
471,CardNameRefresh,懐中時計
472,CardDescRefresh,スタート地点に戻る
473,CardNameBousStair,秘密の入り口
474,CardDescBousStair,奥へ続く
475,CardNameBousCamp,秘密のキャンプ場
476,CardDescBousCamp,キャンプ場で休憩
477,GameBousCamp,秘密のキャンプ場
478,CardNameBousFinal,秘密のゴール
479,CardDescBousFinal,まだアンロックしていない場合は、隠された実績
480,DuringNum,期間：{0}
481,CompleteStageTwoTip,{0}をクリアするとアンロック
482,UnlockHeroDesc,アンロックヒーロー
483,HeroDesc_1,近接戦闘が得意
484,HeroDesc_2,鍛冶が得意な鍛冶屋
485,HeroDesc_3,料理が大好きな料理人
486,HeroDesc_4,あらゆる魔法のエキスパート
487,HeroDesc_5,素人
488,HeroDesc_6,不思議な錬金術師
489,UnlockHeroStage,{0}でこのヒーローを見つける
490,UnlockHeroHP,ヘラースが{0}に達するとアンロックされる
491,UnlockHeroArmor,アーマーが{0}になるとアンロックされます。
492,UnlockHeroCoin,{0}コインでアンロック
493,Thanks,感謝 
494,GameName,勇往邁進する
