Id,key,text
290,CardDescLadderRight,"Entrare da sinistra, altrimenti si rischia di farsi male"
291,CardDescLadderDown,"Entrare dall'alto, altrimenti si rischia di farsi male"
292,CardNameCamp,Campeggio
293,CardDescCamp,Riposare nel campeggio
294,CardNameFinal,Il traguardo
295,CardDescFinal,Finalmente siamo arrivati
296,CardNameThief,Ladri vigliacchi
297,CardDescThief,Cercano sempre di rubare qualcosa ai passanti.
298,CardNameRobber,Ladri.
299,CardDescRobber,Pagare {0} monete o subire un danno uguale.
300,CardNameCollect,Ladro con etichetta di Dio
301,CardDescCollect,Pagare {0} tag di Dio o subire un danno di pari entità.
302,DeveloperNoWrite,L'autore ha dimenticato.
303,DeveloperNoWriteDesc,Vai a dirlo all'autore.
304,StageWindPlainKey,Usare i buff per rafforzarsi
305,StageSunsetJungleKey,I buff sono un'arma a doppio taglio. Usateli con cautela.
306,StagePrimitiveforestsKey,I vari oggetti di scena sparsi in giro possono essere utili.
307,StageScarletMountainKey,"I dirupi devono essere affrontati da una certa direzione, altrimenti si rischia di cadere e farsi male."
308,StageMistySwampKey,"Le nebbie coprono alcune aree, quindi avvicinatevi e date un'occhiata."
309,StageMoonCanyonKey,"I ladri non fanno del male a nessuno, ma cercano sempre di rubare a tutti quelli che passano."
310,StageTheDeathKey,"Se non hai soldi, verrai preso a calci nel sedere."
311,StageMirageRuinsKey,La tua codardia è il mio coraggio.
312,StageLavaPurgatoryKey,Le fiamme dell'inferno bruciano ogni tuo passo.
313,StageEndlessPurgatoryKey,Fai del tuo meglio anche se non c'è una fine in vista.
314,MonsterName_1_1,Capra dalle corna nere
315,MonsterName_1_2,Mucca
316,MonsterName_1_3,Cinghiale
317,MonsterName_1_4,Lupo
318,MonsterName_1_5,Cani da diavolo
319,MonsterName_1_6,Cane da caccia
320,MonsterName_1_7,Cervo bighorn
321,MonsterName_1_8,Tigre dai denti a sciabola
322,MonsterName_1_9,Vajra
323,MonsterName_1_10,Orso bruno
324,MonsterName_1_11,Mammut
325,MonsterName_1_12,Grifone
326,MonsterName_2_1,Minatore
327,MonsterName_2_2,Scheletro goblin
328,MonsterName_2_3,Goblin arciere
329,MonsterName_2_4,Ladro
330,MonsterName_2_5,Mago Goblin
331,MonsterName_2_6,Guerriero Goblin
332,MonsterName_2_7,Mago Goblin
333,MonsterName_2_8,Guerriero Goblin
334,MonsterName_2_9,Guerriero Goblin
335,MonsterName_2_10,Cavaliere Goblin
336,MonsterName_2_11,Berserker Goblin
337,MonsterName_2_12,Goblin Antico
338,MonsterName_3_1,Ceppo d'albero
339,MonsterName_3_2,Fungo velenoso
340,MonsterName_3_3,Lupo Verde
341,MonsterName_3_4,Insetti
342,MonsterName_3_5,Spirito della giungla
343,MonsterName_3_6,Guerriero della giungla
344,MonsterName_3_7,Elfo
345,MonsterName_3_8,Gigante dagli occhi di pietra
346,MonsterName_3_9,Cervo mezz'uomo
347,MonsterName_3_10,Fiore di pietra
348,MonsterName_3_11,Ladro della giungla
349,MonsterName_3_12,Capo della giungla
350,MonsterName_4_1,Scarafaggio mutato
351,MonsterName_4_2,Occhio di carne
352,MonsterName_4_3,Occhio d'osso
353,MonsterName_4_4,Occhio di morte
354,MonsterName_4_5,Cervello mutante
355,MonsterName_4_6,Uomo grasso mutante
356,MonsterName_4_7,Occhio di tentacolo
357,MonsterName_4_8,Occhio di lama
358,MonsterName_4_9,Occhio di bocca
359,MonsterName_4_10,Tocco della testa
360,MonsterName_4_11,Pugnale di sangue
361,MonsterName_4_12,Osso di ossa
362,MonsterName_5_1,Scarabeo
363,MonsterName_5_2,Scarafaggio
364,MonsterName_5_3,Scarafaggio gigante dei pini
365,MonsterName_5_4,Verme che scoppia
366,MonsterName_5_5,Scorpione esplosivo
367,MonsterName_5_6,Canto della coda
368,MonsterName_5_7,Zanna del piede
369,MonsterName_5_8,Ragno mimetizzato
370,MonsterName_5_9,Scorpione dalla coda velenosa
371,MonsterName_5_10,Orecchioni
372,MonsterName_5_11,Mantide religiosa che scoppia
373,MonsterName_5_12,Insetti drago
374,MonsterName_6_1,Rana luminosa dall'occhio gigante
375,MonsterName_6_2,Arciere dal becco d'uccello
376,MonsterName_6_3,Lupo di montagna
377,MonsterName_6_4,Lupo mannaro di montagna
378,MonsterName_6_5,Guerriero di montagna
379,MonsterName_6_6,Macellaio
380,MonsterName_6_7,Orco con ascia gigante
381,MonsterName_6_8,Troll
382,MonsterName_6_9,Lupo mannaro gigante cornuto
383,MonsterName_6_10,Drago Bestia
384,MonsterName_6_11,Ascia-Lupo
385,MonsterName_6_12,Freccia rossa
386,MonsterName_7_1,Scheletro arciere
387,MonsterName_7_2,Scheletro Guerriero
388,MonsterName_7_3,Scheletro Mago
389,MonsterName_7_4,Scheletro Guerriero
390,MonsterName_7_5,Scheletro Stregone
391,MonsterName_7_6,Scheletro Mago
392,MonsterName_7_7,Scheletro Guerriero
393,MonsterName_7_8,Scheletro lanciatore
394,MonsterName_7_9,Scheletro lupo
395,MonsterName_7_10,Cavaliere della morte
396,MonsterName_7_11,Scheletro lupo mannaro
397,MonsterName_7_12,Drago d'ossa
398,MonsterName_8_1,Bestia del sogno
399,MonsterName_8_2,Alabarda del sogno
400,MonsterName_8_3,Rondine del Sogno
401,MonsterName_8_4,Spirito del Sogno
402,MonsterName_8_5,Sogno-Insetto
403,MonsterName_8_6,Sogno Tocco
404,MonsterName_8_7,Sogno Fuoco
405,MonsterName_8_8,Sogno Piuma
406,MonsterName_8_9,Sogno Spada
407,MonsterName_8_10,Granchio dei sogni
408,MonsterName_8_11,Incubo da sogno
409,MonsterName_8_12,Sogno Uccello
410,MonsterName_8_13,Sogno guerriero morto
411,MonsterName_8_14,Sogno lingua
412,MonsterName_8_15,Sogno Cavaliere
413,MonsterName_8_16,Guardiano del sogno
414,MonsterName_8_17,Guerriero del sogno
415,MonsterName_9_1,Scarabeo di fuoco
416,MonsterName_9_2,Soldato di fuoco
417,MonsterName_9_3,Becco di fuoco
418,MonsterName_9_4,Piuma di fuoco
419,MonsterName_9_5,Bestia a tre teste
420,MonsterName_9_6,Falce di fuoco
421,MonsterName_9_7,Ragazza di fuoco
422,MonsterName_9_8,Bestia di fuoco
423,MonsterName_9_9,Guerriero di fuoco
424,MonsterName_9_10,Ciccione rosso
425,MonsterName_9_11,Fuoco marcio
426,MonsterName_9_12,Uccisore di fuoco
427,MonsterName_9_13,Spada Gigante Rossa
428,MonsterName_9_14,Demone di fuoco
429,MonsterName_9_15,Cavaliere d'ossa di fuoco
430,MonsterName_9_16,Testa di fuoco
431,MonsterName_9_17,Spirito di fuoco
432,TutorialStep_1,"Benvenuti a {0}, sono il vostro istruttore e vi insegnerò le regole di base della sopravvivenza in un dungeon, quindi se siete pronti, procediamo!"
433,TutorialStep_2,"Prima di tutto, siete nell'angolo in alto a sinistra del tabellone. Sì, siete voi."
434,TutorialStep_3,Il vostro obiettivo è spostarvi nell'angolo in basso a destra del 50° livello; il livello attuale è visualizzato in alto a destra sullo schermo.
435,TutorialStep_4,"È possibile spostarsi utilizzando i tasti freccia destra, freccia giù, D e S della tastiera o cliccando con il mouse sulla carta del personaggio eroe a destra o a sinistra."
436,TutorialStep_5,È possibile muoversi con il joystick sinistro del joystick o con i tasti a croce.
437,TutorialStep_6,Ora fate il primo passo verso il basso
438,TutorialStep_7,Congratulazioni per il vostro primo passo!
439,TutorialStep_8,"Ogni mossa interagisce con la carta nella posizione di destinazione; posizionando il mouse sulla carta viene visualizzata la descrizione della carta, ora visualizzate la carta del lato destro dell'eroe."
440,TutorialStep_9,"Ogni mossa interagisce con la carta bersaglio, premere XX per aprire la visualizzazione delle carte, cambiare carta con i tasti a croce, premere di nuovo XX per uscire dalla visualizzazione [WordCard], ora visualizzare la carta laterale destra dell'eroe."
441,TutorialStep_10,Muoversi a destra per uccidere il nemico
442,TutorialStep_11,"Il combattimento ha appena danneggiato la salute, posizionare il mouse in alto a sinistra dello schermo per visualizzare la descrizione degli attributi dell'eroe."
443,TutorialStep_12,"Il combattimento appena concluso ha danneggiato la salute, premere il tasto Y per aprire la vista degli attributi, ecco una descrizione dettagliata del ruolo dei vari attributi, attraverso i tasti a croce per passare da un attributo all'altro, premere di nuovo il tasto Y per uscire dalla vista degli attributi, è possibile visualizzare altri attributi."
444,TutorialStep_13,"Naturalmente, è possibile visualizzare anche altri attributi."
445,TutorialStep_14,"C'è una carta pozione sul lato destro, la pozione può recuperare la salute, ora spostatevi a destra per guadagnare salute."
446,TutorialStep_15,"La salute è limitata a un massimo, rafforzare la difesa guadagnando un'armatura aggiuntiva dopo che la salute ha raggiunto il massimo, spostarsi verso il basso per guadagnare armatura."
447,TutorialStep_16,"C'è una carta artefatto sul lato inferiore, controllate la descrizione di questo artefatto, sembra molto potente e costa 6 monete per acquistarlo, purtroppo avete solo 5 monete."
448,TutorialStep_17,"Si dà il caso che ci sia una carta moneta con un valore nominale di 1 sul vostro lato destro, ora saccheggiate questa carta"
449,TutorialStep_18,Muovetevi verso il basso per comprare questo artefatto.
450,TutorialStep_19,"Gli artefatti sono posizionati nell'angolo in basso a sinistra dello schermo, che può contenere fino a 9 artefatti, ognuno dei quali può essere impilato."
451,TutorialStep_20,Posizionare il mouse sull'artefatto appena acquistato per visualizzare le istruzioni
452,TutorialStep_21,"Premete A per aprire la vista dello zaino e vedere i vari artefatti che avete già, modificate gli attributi con i tasti a croce e premete di nuovo A per uscire dalla vista."
453,TutorialStep_22,"Dopo tutti questi passaggi, avrete notato che le frecce nell'area evidenziata cambiano a ogni movimento!"
454,TutorialStep_23,"Qui vengono visualizzate le abilità di cui si dispone, che possono essere fino a 5; posizionare il mouse sulle icone nell'area evidenziata per visualizzarne la descrizione."
455,TutorialStep_24,"L'abilità si ricarica muovendosi correttamente e si attiva automaticamente quando è piena; se ci si muove nella direzione sbagliata, la carica di solito si esaurisce."
456,TutorialStep_25,"Si dà il caso che la tua abilità stia per essere completamente carica, ora spostati a destra per attivarla!"
457,TutorialStep_26,"La vostra potente abilità ha inflitto molti danni al nemico più vicino, ora dategli un colpo mortale."
458,TutorialStep_27,"Alla vostra destra c'è una carta buff che vi garantirà temporaneamente delle abilità aggiuntive, controllate la descrizione di questa carta."
459,TutorialStep_28,Spostatevi a destra per ottenere questo buff.
460,TutorialStep_29,"In basso c'è una carta pozione per il recupero della salute, che non ha effetto quando la salute è piena, ma quando si è in possesso di un esoscheletro buff, la salute in eccesso viene convertita in armatura."
461,TutorialStep_30,Scendete per saccheggiare la pozione e convertirla in armatura!
462,TutorialStep_31,"C'è una scala sul lato inferiore che vi condurrà al piano successivo; superatela per segnare la fine del mio tutorial e sarete da soli per il resto del percorso. Ci sono molti altri misteri da scoprire, quindi andate avanti e non guardate mai indietro, e buona fortuna, guerriero!"
463,ClickContinue,Clicca per continuare
464,ReleaseOnly,Solo versione di lancio
465,AddWishlistText,Aggiungi alla lista dei desideri su Steam
466,ArtifactText,Artefatto
467,SkillText,Abilità
468,RankNoBody,Vuoto e vuoto
469,TodayRank,Classifica di oggi
470,CostNum,Costo:{0}
471,CardNameRefresh,Orologio da tasca
472,CardDescRefresh,Torna all'inizio
473,CardNameBousStair,Ingresso segreto
474,CardDescBousStair,Porta in profondità
475,CardNameBousCamp,Campeggio segreto
476,CardDescBousCamp,Riposare nel campeggio
477,GameBousCamp,Campeggio Segreto
478,CardNameBousFinal,Il traguardo segreto
479,CardDescBousFinal,Un risultato nascosto se non l'hai ancora sbloccato
480,DuringNum,Durante:{0}
481,CompleteStageTwoTip,Completa {0} per sbloccare
482,UnlockHeroDesc,Eroi sbloccati
483,HeroDesc_1,Bravo nel combattimento in mischia
484,HeroDesc_2,Un fabbro abile nella forgiatura
485,HeroDesc_3,Un cuoco che ama cucinare
486,HeroDesc_4,Un esperto in tutti i tipi di magia
487,HeroDesc_5,Un laico
488,HeroDesc_6,Un misterioso alchimista
489,UnlockHeroStage,Trova questo eroe a {0}
490,UnlockHeroHP,Sbloccato quando l'armatura raggiunge {0}
491,UnlockHeroArmor,Sbloccato quando l'armatura raggiunge {0}
492,UnlockHeroCoin,Sbloccato a {0} monete
493,Thanks,Gratitudine 
494,GameName,Avanti coraggioso
