Id,key,text
334,MonsterName_2_9,绿胖子
335,MonsterName_2_10,哥布林骑士
336,MonsterName_2_11,哥布林狂战士
337,MonsterName_2_12,远古哥布林
338,MonsterName_3_1,树桩
339,MonsterName_3_2,剧毒蘑菇
340,MonsterName_3_3,绿狼
341,MonsterName_3_4,昆虫
342,MonsterName_3_5,丛林之灵
343,MonsterName_3_6,丛林战士
344,MonsterName_3_7,精灵
345,MonsterName_3_8,石眼巨人
346,MonsterName_3_9,半人鹿
347,MonsterName_3_10,石之花
348,MonsterName_3_11,丛林盗贼
349,MonsterName_3_12,丛林统领
350,MonsterName_4_1,变异甲虫
351,MonsterName_4_2,肉眼
352,MonsterName_4_3,骨眼
353,MonsterName_4_4,死亡之眼
354,MonsterName_4_5,变异脑
355,MonsterName_4_6,变异的胖子
356,MonsterName_4_7,触角之眼
357,MonsterName_4_8,刃眼
358,MonsterName_4_9,嘴眼
359,MonsterName_4_10,头触
360,MonsterName_4_11,血匕
361,MonsterName_4_12,骨之骨
362,MonsterName_5_1,虫子
363,MonsterName_5_2,甲虫
364,MonsterName_5_3,巨鄂甲虫
365,MonsterName_5_4,爆裂虫
366,MonsterName_5_5,爆裂蝎
367,MonsterName_5_6,尾鸣
368,MonsterName_5_7,足齿
369,MonsterName_5_8,披甲蜘蛛
370,MonsterName_5_9,毒尾蝎
371,MonsterName_5_10,大耳虫
372,MonsterName_5_11,爆裂螳螂
373,MonsterName_5_12,龙虫
374,MonsterName_6_1,巨眼灯蛙
375,MonsterName_6_2,鸟嘴射手
376,MonsterName_6_3,山地狼
377,MonsterName_6_4,山地狼人
378,MonsterName_6_5,山地战士
379,MonsterName_6_6,屠夫
380,MonsterName_6_7,巨斧兽人
381,MonsterName_6_8,巨魔
382,MonsterName_6_9,巨角狼人
383,MonsterName_6_10,兽龙
384,MonsterName_6_11,斧狼
385,MonsterName_6_12,红箭
386,MonsterName_7_1,骷髅射手
387,MonsterName_7_2,骷髅战士
388,MonsterName_7_3,骷髅术士
389,MonsterName_7_4,骷髅勇士
390,MonsterName_7_5,骷髅女巫
391,MonsterName_7_6,骷髅法师
392,MonsterName_7_7,大骷髅
393,MonsterName_7_8,骷髅投石车
394,MonsterName_7_9,骷髅狼
395,MonsterName_7_10,死亡骑士
396,MonsterName_7_11,骷髅狼人
397,MonsterName_7_12,骨龙
398,MonsterName_8_1,梦兽
399,MonsterName_8_2,梦戟
400,MonsterName_8_3,吞梦
401,MonsterName_8_4,梦灵
402,MonsterName_8_5,梦虫
403,MonsterName_8_6,梦触
404,MonsterName_8_7,梦火
405,MonsterName_8_8,梦羽
406,MonsterName_8_9,梦剑
407,MonsterName_8_10,梦蟹
408,MonsterName_8_11,梦魇
409,MonsterName_8_12,梦鸟人
410,MonsterName_8_13,死梦战士
411,MonsterName_8_14,舌梦
412,MonsterName_8_15,梦骑士
413,MonsterName_8_16,守梦人
414,MonsterName_8_17,梦侠
415,MonsterName_9_1,火甲虫
416,MonsterName_9_2,火小兵
417,MonsterName_9_3,火嘴
418,MonsterName_9_4,火羽
419,MonsterName_9_5,三头兽
420,MonsterName_9_6,火镰
421,MonsterName_9_7,火女
422,MonsterName_9_8,火兽
423,MonsterName_9_9,火战士
424,MonsterName_9_10,红胖子
425,MonsterName_9_11,腐烂之火
426,MonsterName_9_12,火屠夫
427,MonsterName_9_13,红色巨剑
428,MonsterName_9_14,火魔
429,MonsterName_9_15,火骨骑士
430,MonsterName_9_16,火头
431,MonsterName_9_17,火灵
432,TutorialStep_1,"欢迎来到{0},我是你的教官，将教导你基本的地牢生存规则，如果你准备好了，我们就继续吧！"
433,TutorialStep_2,首先你处于棋盘的左上角，没错，这个就是你
434,TutorialStep_3,你的目标是移动到第50层的右下角，屏幕右上方显示了当前层数
435,TutorialStep_4,你可以通过键盘的右方向键、下方向键、D键、S键、手柄十字键或者鼠标点击英雄人物的右侧或下侧卡牌来进行移动
436,TutorialStep_5,你可以通过手柄的左侧摇杆或者十字键来实现移动
437,TutorialStep_6,现在向下迈出你的第一步
438,TutorialStep_7,恭喜你迈出了第一步
439,TutorialStep_8,每次移动都会跟目标位置的卡牌产生相互作用，将鼠标放置在卡牌上将会显示卡牌的说明(手柄使用<color=#ff0000>RT</color>键开启卡牌查看模式，十字键切换查看卡牌，使用<color=#ff0000>RT</color>键关闭查看模式)，现在查看英雄右侧的卡牌
440,TutorialStep_9,每次移动都会跟目标位置的卡牌产生相互作用，按下X键开启卡牌查看，通过十字键切换卡牌，再次按下X键退出卡牌查看，现在查看英雄右侧的卡牌
441,TutorialStep_10,向右移动来击杀敌人
442,TutorialStep_11,刚才的战斗损害了你的生命，将鼠标放置屏幕左上方来查看英雄属性说明(手柄使用<color=#ffff00>Y</color>键开启属性查看模式，十字键切换查看卡牌，使用<color=#ffff00>Y</color>键关闭查看模式)，这里详细说明了各种属性的作用
443,TutorialStep_12,刚才的战斗损害了你的生命，按下Y键来开启属性查看，这里详细说明了各种属性的作用，通过十字键切换属性，再次按下Y键退出属性查看，
444,TutorialStep_13,当然你也可以查看其他属性
445,TutorialStep_14,在你的右侧有一张药水卡牌，药水的作用是恢复生命，现在向右移动来拾取药水
446,TutorialStep_15,生命有最大限制，在生命达到最大限制后通过获取额外的护甲来加强防御，现在向下移动获取护甲
447,TutorialStep_16,在你的右下方有一张神器卡牌，查看这张卡牌的说明(手柄使用<color=#ff0000>RT</color>键开启卡牌查看模式，十字键切换查看卡牌，使用<color=#ff0000>RT</color>键关闭查看模式)，看起来很强大，购买需要花费6枚金币，很不幸你只拥有5枚金币。
448,TutorialStep_17,你的右侧恰好有一张面值为1的金币卡牌，现在拾取它吧
449,TutorialStep_18,向下移动来购买这件神器
450,TutorialStep_19,神器会放置在你屏幕左下角的背包里，背包最多放置9种神器，且每种可多次叠加。
451,TutorialStep_20,将鼠标放置在左下角刚买的神器来查看神器说明(手柄使用<color=#00ff00>A</color>键开启卡牌查看模式，十字键切换查看卡牌，使用<color=#00ff00>A</color>键关闭查看模式)
452,TutorialStep_21,按下A键来开启背包查看，查看已拥有的各种神器，通过十字键切换属性，再次按下A键退出背看，
453,TutorialStep_22,走了这么多步，也许你注意到高亮区域的箭头随着每次移动都发生了变化
454,TutorialStep_23,这里展示你所拥有的技能，最多能拥有5个技能，将鼠标放置在高亮区域的图标上来查看技能说明(手柄使用<color=#0000ff>X</color>键开启卡牌查看模式，十字键切换查看卡牌，使用<color=#0000ff>X</color>键关闭查看模式)
455,TutorialStep_24,技能通过正确的移动来充能，且在充满时自动触发，如果移动方向错误，充能通常会清空
456,TutorialStep_25,恰好你的技能即将充能完毕，现在向右移动来触发你的技能吧
457,TutorialStep_26,你强大的技能对最近的敌人的造成了大量伤害，现在给它致命一击
458,TutorialStep_27,有一张Buff卡牌在你的右侧，它会临时赋予你额外的能力，请查看这张卡牌的说明(手柄使用<color=#ff0000>RT</color>键开启卡牌查看模式，十字键切换查看卡牌，使用<color=#ff0000>RT</color>键关闭查看模式)
459,TutorialStep_28,向右移动来获得这个Buff
460,TutorialStep_29,你的下方有一张药水卡牌，用于治疗生命，满血状态下一般没啥鸟用，但是在拥有外骨骼的Buff状态下，溢出的生命会转换为护甲。
461,TutorialStep_30,向下移动来获得生命并将其转换为护甲吧
462,TutorialStep_31,在你的下侧是一个楼梯，它的作用是通往下一层，移动过去标志我的教导到此结束，剩下的路靠你自己了。 更多未知的奥秘需要你自行探索，勇士，勇往直前，绝不后退，祝你好运！
463,ClickContinue,点击继续(手柄<color=#00ff00>A</color>键)
464,ReleaseOnly,仅限正式发布版本
465,AddWishlistText,添加愿望单
466,ArtifactText,神器
467,SkillText,技能
468,RankNoBody,空无一人
469,TodayRank,今日挑战排名
470,CostNum,花费:{0}
471,CardNameRefresh,怀表
472,CardDescRefresh,回到起点
473,CardNameBousStair,神秘入口
474,CardDescBousStair,通往更深处
475,CardNameBousCamp,秘密营地
476,CardDescBousCamp,在营地里休整
477,GameBousCamp,秘密营地
478,CardNameBousFinal,神秘终点
479,CardDescBousFinal,如果你还未解锁，则会获得一个隐藏成就
480,DuringNum,持续:{0}
481,CompleteStageTwoTip,通关{0}解锁
482,UnlockHeroDesc,解锁英雄
483,HeroDesc_1,善于近战
484,HeroDesc_2,精通锻造的匠人
485,HeroDesc_3,爱好烹饪的厨子
486,HeroDesc_4,精通各种魔法
487,HeroDesc_5,一个俗人
488,HeroDesc_6,神秘莫测的炼金术士
489,UnlockHeroStage,在{0}寻找该英雄
490,UnlockHeroHP,生命达到{0}时解锁
491,UnlockHeroArmor,护甲达到{0}时解锁
492,UnlockHeroCoin,拥有{0}金币时解锁
493,Thanks,感谢
494,GameName,勇往直前
